spCN,sp,tag,gx,gy,dbh,height
ºìéª,MACTHU,T12180203,236,356.3,2.2,3.2
ÄÏËáÔæ,CHOAXI,T12120023,238.9,226.2,32.2,27.7
Ã«»¨Á¬Èï²è,CAMFRA,T01140183,7.8,279.5,3.2,3.16
É½·¯,SYMSUM,T07020165,128,37.8,1.7,2.94
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07020104,121.8,39.2,2.4,3.77
ÈüÉ½Ã·,STYCON,T0216B01045,31,307.4,2.9,4.72
Ï¸Ö¦èÚ,EURLOQ,T06020250,112.8,39.1,3.6,3.67
ºìéª,MACTHU,T04200298,71.6,392.6,3.4,3.25
ºìµ­±È,CLEJAP,T12160018,224,300.8,3.6,2.82
¿àèÀÄ¾,FRAINS,T0718B2155,136.5,352.8,2.8,2.3
¸Û¿Â,LITHAR,T23100062,442.5,194.9,23.3,8.8
»Æµ¤Ä¾½ª×Ó,LITELO,T11010201,214.2,19.2,2.5,2.59
Ï¸Ö¦èÚ,EURLOQ,T19020269,362.7,21.5,2.4,3.05
ÔÆÉ½Çà¸Ô,CYCSES,T07200260,125.2,393.7,7,5
ºì¶¾Üî,ILLLAN,T04050207,61.9,94,4.3,3.92
ÄÏËáÔæ,CHOAXI,T22080116,434.8,143.5,23,9.1
±ªÆ¤ÕÁ,LITCOR,T1206B0028,234.6,103.2,3.3,4.4
Õ­»ùºìºÖèÚ,EURRUB,T04200358,78.5,399.8,2.2,1.95
»Æµ¤Ä¾½ª×Ó,LITELO,T02050131,35,97.5,2.3,3.9
±¡Ò¶É½·¯,SYMANO,T20060130,394,103.9,4,4.48
»Æµ¤Ä¾½ª×Ó,LITELO,T09060229,176.2,116.8,7.3,6.5
»Æµ¤Ä¾½ª×Ó,LITELO,T16050036,300.3,88.6,4.1,4
Ä¾ºÉ,SCHSUP,T01200124,1.5,392.8,8.3,3.65
´ÌÃ«Ô½½Û,VACTRI,T10030055,183.1,58.1,7,4.62
Ï¸Ö¦èÚ,EURLOQ,T02040156,38.7,79.8,1.2,2.1
»Æµ¤Ä¾½ª×Ó,LITELO,T13060097,252,104,2.4,2.93
ºìéª,MACTHU,T07090032,121,169.4,13.1,17.2
»Æµ¤Ä¾½ª×Ó,LITELO,T25040006,481.8,64.5,13.3,13.5
ÓÍÍ©,VERFOR,T14120251,266.8,229.9,6.6,4.65
Ã«ÂöéÊ,ACEPUB,T23200109,458.7,382,2,4
Ã«»¨Á¬Èï²è,CAMFRA,T14110006,276.2,216.3,2.1,3.11
ÄÏËáÔæ,CHOAXI,T24070208,466.7,137,27.5,25.3
Ð¡Ò¶Çà¸Ô,CYCMYR,T11200049,204,399,3.7,3.85
Ã«»¨Á¬Èï²è,CAMFRA,T18170168,355.2,331,1.9,2.39
ºìéª,MACTHU,T16190103,311,372.3,2.5,2.31
Ï¸Ö¦èÚ,EURLOQ,T10100234,190.9,199.7,4.9,4.28
±¡Ò¶É½·¯,SYMANO,T07100063,123.8,196.2,2.1,2.72
»Æµ¤Ä¾½ª×Ó,LITELO,T13060050,256.1,118.8,4.4,4.87
Ä¾ºÉ,SCHSUP,T01150327,12.5,297,27.6,26.8
»Æµ¤Ä¾½ª×Ó,LITELO,T24090094,477,173.7,2,2.5
Ï¸Ö¦èÚ,EURLOQ,T21050108,407.5,94.7,2.2,3
Ã«»¨Á¬Èï²è,CAMFRA,T24100292,473.9,182.5,1.2,2.2
Õ­»ùºìºÖèÚ,EURRUB,T02150011,21.5,285,1.7,2.2
¿Â,LITGLA,T22030227,433.8,57.1,20.3,17.4
¸ñÒ©èÚ,EURMUR,T02080338,31.5,140.2,2.4,3.41
ºìéª,MACTHU,T23090010,442.8,160.4,2.8,3.5
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T12170094,227.4,336.1,1.9,4
»Æµ¤Ä¾½ª×Ó,LITELO,T03080232,58.8,148.7,3.3,4.86
Ï¸Ö¦èÚ,EURLOQ,T20010019,394.5,18.5,2.8,3.2
»Æµ¤Ä¾½ª×Ó,LITELO,T11020269,214.1,38.2,13.2,17.8
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T24060337,479.9,106.5,1.4,2.25
ºñÆ¤Ïã,TERGYM,T05140207,94.9,265,7,7
Ï¸Ö¦èÚ,EURLOQ,T24030108,477.8,50,2.5,2.45
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T02170069,21,335.5,7.9,7
Ã«»¨Á¬Èï²è,CAMFRA,T17160229,327.5,315.5,2.4,3.2
Ä¾ºÉ,SCHSUP,T07180330,126.7,342.1,8.3,4.2
»Æµ¤Ä¾½ª×Ó,LITELO,T05010062,87,8,5,6.3
Ïã¹ð,CINSUB,T22100260,426.8,191.2,12.4,10.2
Ï¸Ö¦èÚ,EURLOQ,T20020012,394.5,35.6,2.7,3.5
Ï¸Ö¦èÚ,EURLOQ,T11130178,210,255,3.6,3.92
É½·¯,SYMSUM,T18010131,344,12,2.9,2.25
Ïã¹ð,CINSUB,T08110180,145.5,205.8,8.8,3.26
Ï¸Ö¦èÚ,EURLOQ,T10140238,193.3,272.2,3.2,3.85
»Æµ¤Ä¾½ª×Ó,LITELO,T12050288,238.8,94.5,3.9,4.81
ÈüÉ½Ã·,STYCON,T0705B0687,135.8,87.6,5.8,6.5
»Æµ¤Ä¾½ª×Ó,LITELO,T14040285,278.2,65,3.9,4.62
ºìéª,MACTHU,T23060326,454,103,4.4,5
Ã«»¨Á¬Èï²è,CAMFRA,T12130347,226.5,257.5,2.3,3.33
Ï¸Ö¦èÚ,EURLOQ,T24060249,471.5,114.7,2.6,3.5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T03050116,46.4,99.2,1.9,3.11
Ï¸Ö¦èÚ,EURLOQ,T20010321,382,15,3.7,3.8
»Æµ¤Ä¾½ª×Ó,LITELO,T15010054,288.2,9.9,2.4,3
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T25060024,482.5,111.2,5.2,4.35
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T09090066,165,178.8,10.2,8.8
Ï¸Ö¦èÚ,EURLOQ,T11080140,218,154.9,7.2,4.8
Ï¸Ö¦èÚ,EURLOQ,T03030263,57,59.2,2.7,3.08
Ï¸Ö¦èÚ,EURLOQ,T01060078,8.2,104.2,1.7,1.77
¹âÁÁÉ½·¯,SYMLUC,T25130034,498.8,249.5,4,3.6
»Æµ¤Ä¾½ª×Ó,LITELO,T15130165,282,243.5,1.7,2.78
»ÆÅ£ÄÌÊ÷,SYMCOC,T15110069,287.7,215.5,9.7,5.4
Ã«»¨Á¬Èï²è,CAMFRA,T15140033,284.9,270,5.4,4.22
Ï¸Ö¦èÚ,EURLOQ,T04050223,61.5,97.2,2.2,2.56
Ã«»¨Á¬Èï²è,CAMFRA,T02150321,24,298,2.3,3.9
±¡Ò¶Èóéª,MACLEP,T21130043,409.5,248.8,30,32.3
Ã«»¨Á¬Èï²è,CAMFRA,T02130211,38.8,245.8,3.2,100
Ï¸Ö¦èÚ,EURLOQ,T08040018,144.3,67,2.7,3.52
Ï¸Ö¦èÚ,EURLOQ,T22070080,420.6,138.8,4.9,3.6
±¡Ò¶Èóéª,MACLEP,T16070013,307.2,139.5,20,10.7
Õ­»ùºìºÖèÚ,EURRUB,T02030230,38,59.4,1.4,1.75
ºìµ­±È,CLEJAP,T06060059,102.7,119.9,19.9,13.2
¸Û¿Â,LITHAR,T01160156,12.5,308.5,23.2,16.6
ÈüÉ½Ã·,STYCON,T25140083,488.9,269.1,7,5.5
»Æµ¤Ä¾½ª×Ó,LITELO,T03030260,56.1,55.1,19.5,16.3
Ã«»¨Á¬Èï²è,CAMFRA,T13040137,249,67.5,1.6,2
Ã«»¨Á¬Èï²è,CAMFRA,T11070234,218,122.5,2.9,3.5
»ÆÌ´,DALHUP,T20150105,396.8,281,15.8,12
ºìµ­±È,CLEJAP,T05040027,82,66.8,2.5,2.98
Ï¸Ö¦èÚ,EURLOQ,T25010013,486.1,15.7,2.2,3.16
±ªÆ¤ÕÁ,LITCOR,T23130129,453.5,253.5,2.4,2.8
Ä¾ºÉ,SCHSUP,T01190147,3.7,361.2,5.3,3.7
Ã«»¨Á¬Èï²è,CAMFRA,T09010168,167.9,5.4,1.8,3.08
Ã«»¨Á¬Èï²è,CAMFRA,T22170074,428.5,328.3,4,3.61
ºìµ­±È,CLEJAP,T23080328,457.5,147.2,2,2.9
É½·¯,SYMSUM,T12010074,227.1,18.5,3.3,3.92
Ã«»¨Á¬Èï²è,CAMFRA,T03090127,54.85,175,1.8,3.03
Ã«»¨Á¬Èï²è,CAMFRA,T05050084,89.5,80.7,2,3.45
»ÆÅ£ÄÌÊ÷,SYMCOC,T18170169,356.5,330.7,5.2,4.65
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T09170236,176.5,324.5,8.4,5.3
Ï¸Ö¦èÚ,EURLOQ,T09010053,176.4,19.5,2.2,2.75
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04180095,72,351,11.5,7
»Æµ¤Ä¾½ª×Ó,LITELO,T10040162,192.5,78.9,4.7,4.5
ÔÆÉ½Çà¸Ô,CYCSES,T24200021,466.2,382.8,14.5,13.9
ºìµ­±È,CLEJAP,T16160020,301.9,308,10.6,6
Ï¸Ö¦èÚ,EURLOQ,T20010308,383.5,11.2,2,3.45
Ã«»¨Á¬Èï²è,CAMFRA,T03090151,47,176,1.7,2.54
èàÊ÷,CASFAR,T01200172,9,398.3,2.4,2.31
ºìÂöµöÕÁ,LINRUB,T13120029,257.3,234.2,1.8,2.75
ÀÏÑ»ºý,CALGIR,T22180030,431.1,355.6,1.4,3.75
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07140116,127.8,260.6,3.3,3.8
±¡Ò¶É½·¯,SYMANO,T03150127,46.5,292,2.5,2.41
ºìµ­±È,CLEJAP,T12120044,238.9,232.1,1.7,2.76
ºìéª,MACTHU,T24100011,463.5,195.1,2.3,2.7
Ìú¶¬Çà,ILEROT,T23020123,446.1,30.5,2.4,3
Ã«»¨Á¬Èï²è,CAMFRA,T10160197,192,316.5,2.2,3.15
ºì¶¾Üî,ILLLAN,T01090210,18.2,167.4,3.6,3.1
Ï¸Ö¦èÚ,EURLOQ,T13130216,247.9,250.7,1.4,2.15
ÄÏËáÔæ,CHOAXI,T06040147,107,76.9,24.7,23.6
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T08070176,152.8,138,12.2,11.6
Ï¸Ö¦èÚ,EURLOQ,T11180139,206.1,344,2.3,2.7
Ï¸Ö¦èÚ,EURLOQ,T02080309,36.8,140.3,2.5,4.58
»Æµ¤Ä¾½ª×Ó,LITELO,T18050097,348,85,12.4,19.1
Ã«»¨Á¬Èï²è,CAMFRA,T05090056,81.9,175.7,1.8,3.1
»Æµ¤Ä¾½ª×Ó,LITELO,T03130299,52.2,256.1,12.1,5.1
ºìµ­±È,CLEJAP,T04130234,79,248.2,12.1,7
Ï¸Ö¦èÚ,EURLOQ,T22110095,427,217,1.9,2.88
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22020088,422.6,22.9,5.4,3.95
±¡Ò¶É½·¯,SYMANO,T08120217,155,233,2,2.8
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T08040021,143.3,67.1,1.9,2.54
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01090013,4.7,168.8,23.8,34.9
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T10090135,192.4,166.6,29.3,36.2
¶Ì¹£¶¬Çà,ILEBUE,T02150199,26.5,293,15.2,12.5
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T06150155,111,289.5,4.8,3.85
º¼ÖÝÓÜ,ULMCHA,T04060030,61.2,109.8,9.2,15.3
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T14170051,260,325,3,3.6
Ä¾ºÉ,SCHSUP,T21040267,419.9,62.3,13.5,12.2
Ã«»¨Á¬Èï²è,CAMFRA,T18160079,341.2,314,5.1,4.2
Ï¸Ö¦èÚ,EURLOQ,T20100245,382,191.1,2.3,2.5
±¡Ò¶É½·¯,SYMANO,T10090204,196.5,165.3,2.4,3.33
Ï¸Ö¦èÚ,EURLOQ,T25010095,490,11.6,3.4,4.2
Ï¸Ö¦èÚ,EURLOQ,T20080012,389,157.1,2.7,4.15
ÔÆÉ½Çà¸Ô,CYCSES,T22160172,424.5,302.4,7.1,4.53
Ï¸Ö¦èÚ,EURLOQ,T24030088,477.2,46.1,2.7,2.95
»Æµ¤Ä¾½ª×Ó,LITELO,T07130108,130,250,3.2,3.4
»Æµ¤Ä¾½ª×Ó,LITELO,T17070158,335.1,138,2.8,3.91
Ï¸Ö¦èÚ,EURLOQ,T21040197,417,78.5,5.1,4.5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04160159,78,303.8,3.5,3.7
¸Û¿Â,LITHAR,T02070000,20.2,120.4,21.7,12.2
¹âÁÁÉ½·¯,SYMLUC,T13180003,256.3,340.1,4.2,3.1
¸ñÒ©èÚ,EURMUR,T15150280,282,291.6,2.2,3
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T04180152,67.8,356,2.3,3.35
»Æµ¤Ä¾½ª×Ó,LITELO,T15040097,287.6,65,3.9,4.72
Ï¸Ö¦èÚ,EURLOQ,T15160265,296.8,306.8,1.5,2.73
ºìµ­±È,CLEJAP,T06040042,104.8,63.5,1.8,2.35
¸ñÒ©èÚ,EURMUR,T02080055,29,149.7,2,2.87
ÂíÒø»¨,RHOOVA,T07160114,120.3,319,4.8,2.96
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T11070023,203,130.5,1.8,2.35
Ï¸Ö¦èÚ,EURLOQ,T07030079,124.3,50.2,2,3.48
ºì¶¾Üî,ILLLAN,T12050142,227.7,85.5,6,5
ºìµ­±È,CLEJAP,T07200028,127.3,382.7,14.9,16.4
¸Û¿Â,LITHAR,T15170194,288.8,323.7,23.4,19.1
¸Û¿Â,LITHAR,T18150145,356,282.4,1.7,2.15
±¡Ò¶É½·¯,SYMANO,T07100193,138.6,184.2,2.5,2.5
»ÆÌ´,DALHUP,T18010172,346,1,12.2,8.9
»Æµ¤Ä¾½ª×Ó,LITELO,T07040181,128.7,74.5,2.2,3.41
Ï¸Ö¦èÚ,EURLOQ,T17160203,335.5,314,1.6,2.35
Ï¸Ö¦èÚ,EURLOQ,T20110020,383,213,3,3.1
Ã«»¨Á¬Èï²è,CAMFRA,T11050180,218,83,4.7,5.6
Ã«»¨Á¬Èï²è,CAMFRA,T21080200,408.5,159,1.9,2.27
Ã«»¨Á¬Èï²è,CAMFRA,T12140036,220.3,266.8,4.7,4.3
»Æµ¤Ä¾½ª×Ó,LITELO,T13040199,242.7,77.2,2.2,2.92
Ï¸Ö¦èÚ,EURLOQ,T21060040,407.5,116,3.2,3.3
Ð¡Ò¶Çà¸Ô,CYCMYR,T23090217,451.1,173,7.8,4.77
ÂíÒø»¨,RHOOVA,T22060144,430.3,115.3,2.8,4.1
¸ñÒ©èÚ,EURMUR,T13110297,248.9,218.5,2.8,2.37
Ã«»¨Á¬Èï²è,CAMFRA,T11070226,215,121.6,5.9,5
Ï¸Ö¦èÚ,EURLOQ,T01160139,11.3,300.5,1.7,3.2
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T02190159,27.4,368.3,10.9,4.53
»Æµ¤Ä¾½ª×Ó,LITELO,T03070226,48.2,135.2,1.6,2.52
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T23060033,441.5,114.2,2.5,3.9
Ð¡Ò¶Çà¸Ô,CYCMYR,T17150047,337.2,281.3,8.7,7
¸Û¿Â,LITHAR,T06130139,111.8,244,20.3,18.8
Ï¸Ö¦èÚ,EURLOQ,T18030215,357.8,49.5,3.3,3.85
³àÑîÒ¶,ALNFOR,T23060398,457,113,15.7,9.2
»Æµ¤Ä¾½ª×Ó,LITELO,T20090055,382.3,169.2,24.9,14.6
»Æµ¤Ä¾½ª×Ó,LITELO,T05080161,93.8,155.5,4.2,3.12
Ï¸Ö¦èÚ,EURLOQ,T12120109,232,234,3.1,3.39
»Æµ¤Ä¾½ª×Ó,LITELO,T02140216,31.5,266,3.1,2.75
´óÇà,CLECYR,T13080307,259.8,158.9,4.4,4.21
É½¼¦½·,LITCUB,T10140086,199,272.8,2.5,4.6
±¡Ò¶É½·¯,SYMANO,T24100047,468.9,193.9,3.1,4
¸ñÒ©èÚ,EURMUR,T24130012,477.3,245.3,2.2,2.9
¶Ì¹£¶¬Çà,ILEBUE,T07180015,122.5,342.5,4.6,3.75
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07130071,126,254.2,2,2.4
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T05120316,91.8,229.2,1.6,1.78
Ï¸Ö¦èÚ,EURLOQ,T09040131,166.4,65.4,2,3.01
Ã«»¨Á¬Èï²è,CAMFRA,T24110270,475.6,217.9,2.3,2.9
Ï¸Ö¦èÚ,EURLOQ,T05070283,94.6,127,4.4,3.9
ÄÏËáÔæ,CHOAXI,T24080110,461.5,146.5,28.6,39
ÔÆÉ½Çà¸Ô,CYCSES,T16150228,301.9,284,23.7,5.5
ÄÏËáÔæ,CHOAXI,T16120173,307.8,239.1,26.5,7.1
ºìµ­±È,CLEJAP,T01100147,7.3,190,2,2.4
»Æµ¤Ä¾½ª×Ó,LITELO,T17110047,325.7,215.1,16.2,14.5
Ï¸Ö¦èÚ,EURLOQ,T18050077,344,84.8,2.8,3.35
¸Û¿Â,LITHAR,T09130065,160.8,256,20.4,7
Ï¸Ö¦èÚ,EURLOQ,T20040213,387,64.4,1.5,2.12
É½ÊÁ,DIOJAP,T06130079,106,252,15.8,14
Ð¡Ò¶Çà¸Ô,CYCMYR,T08190048,143.3,363.9,1.5,1.96
»Æµ¤Ä¾½ª×Ó,LITELO,T20040270,384.5,69.3,3.2,3.1
ºì¶¾Üî,ILLLAN,T05010078,88,1,4.3,4.68
Ï¸Ö¦èÚ,EURLOQ,T15160052,281,313.8,1.8,2.2
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T07060001,121.8,101.2,2.5,2.66
»Æµ¤Ä¾½ª×Ó,LITELO,T16050215,319.4,82.4,21.8,8.1
¶Ì¹£¶¬Çà,ILEBUE,T05060061,86,114,3,3.95
Ï¸Ö¦èÚ,EURLOQ,T15170028,284.9,325,4.5,4.87
Ã«»¨Á¬Èï²è,CAMFRA,T05100174,87.5,193.5,3,3.21
Ï¸Ö¦èÚ,EURLOQ,T11140129,214.8,277.5,4.5,5.1
Ï¸Ö¦èÚ,EURLOQ,T25060027,480.5,111,3,3.8
Ã«»¨Á¬Èï²è,CAMFRA,T0819B02926,159.7,368,1.5,2.85
Ï¸Ö¦èÚ,EURLOQ,T20090251,393.5,172,2.9,2.4
Ï¸Ö¦èÚ,EURLOQ,T20090166,385.8,177,1.8,2.45
Ï¸Ö¦èÚ,EURLOQ,T02020078,21.5,39.6,2.7,3.82
¸ñÒ©èÚ,EURMUR,T01010084,3.5,13.2,8.9,14.4
Ï¸Ö¦èÚ,EURLOQ,T21020139,407,23.5,3.5,1.8
»Æµ¤Ä¾½ª×Ó,LITELO,T19050275,378.7,98.8,4.4,3.15
ÑîÃ·,MYRRUB,T23050045,442.5,87,8.8,5
Ï¸Ö¦èÚ,EURLOQ,T25080156,486,154,4.8,3.52
Äþ²¨Ä¾Ï¬,OSMCOO,T08170049,141.8,328.5,8.7,3.85
±¡Ò¶Èóéª,MACLEP,T20130000,383.3,240.2,4.1,3.83
Ã«»¨Á¬Èï²è,CAMFRA,T07190309,131.8,380,1.6,2.6
Ã«»¨Á¬Èï²è,CAMFRA,T11150218,213.5,290.2,4.4,3.6
»Æµ¤Ä¾½ª×Ó,LITELO,T19030310,362.5,58.2,7.4,5.1
Ä¾ºÉ,SCHSUP,T23060024,440.5,116.5,15.8,10.2
Ã«»¨Á¬Èï²è,CAMFRA,T07120043,135.4,233.6,5,5
±¡Ò¶Èóéª,MACLEP,T18180040,350.5,341.1,3.4,4.15
Ï¸Ö¦èÚ,EURLOQ,T19060194,379,117.4,3.5,4
Ï¸Ö¦èÚ,EURLOQ,T19030182,368.9,59.5,3,4
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22060048,437.8,109.8,2,2.55
»Æµ¤Ä¾½ª×Ó,LITELO,T13140144,251.6,261.9,2,1.74
ÈüÉ½Ã·,STYCON,T12130341,226,259,7.7,7.5
Ï¸Ö¦èÚ,EURLOQ,T16090054,310,176.2,3.9,4.26
¹âÁÁÉ½·¯,SYMLUC,T07180187,126.5,348.5,2.1,2.44
ºìµ­±È,CLEJAP,T22090330,422.5,161.5,2.6,2.86
Ï¸Ö¦èÚ,EURLOQ,T21080298,412.5,146.7,2.9,4.3
Õ­»ùºìºÖèÚ,EURRUB,T24070148,467.9,120.1,2.2,2.75
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T03180147,41,353.3,4.9,3.4
ÔÆÉ½Çà¸Ô,CYCSES,T23150090,451,296,9.5,5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T06150057,101.5,298.5,8.4,3.54
»Æµ¤Ä¾½ª×Ó,LITELO,T14030113,272.1,45.6,2.9,3.33
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T15140196,295,268.5,3.9,3.59
ÂíÒø»¨,RHOOVA,T0715B1230,121,283.8,4.2,2.25
±¡Ò¶É½·¯,SYMANO,T09200075,161.5,389.5,3,2.9
³àÆ¤Çà¸Ô,CYCGIL,T15100026,283.9,185.7,3.3,3.37
ºìéª,MACTHU,T03050350,56.2,84.5,5.5,6.8
¸ñÒ©èÚ,EURMUR,T25130071,493.6,258.5,1.5,3
¹âÁÁÉ½·¯,SYMLUC,T10100119,197.9,185.2,7.7,4.82
Ï¸Ö¦èÚ,EURLOQ,T07040036,136.3,79.6,3.5,4.12
Ã«»¨Á¬Èï²è,CAMFRA,T25100172,485.5,191.4,2.7,4
èàÊ÷,CASFAR,T08130195,151.5,252.5,29.1,5
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01060013,3.3,101.8,3.6,2.94
±¡Ò¶Èóéª,MACLEP,T15120150,299.5,228.7,11.9,18.7
Ï¸Ö¦èÚ,EURLOQ,T10090163,193.7,177.7,1.6,1.4
»Æµ¤Ä¾½ª×Ó,LITELO,T14120214,277.3,228.7,4.6,5.1
¹âÒ¶É½·¯,SYMLAN,T16090078,306.1,166.3,8.4,6.1
Õ­»ùºìºÖèÚ,EURRUB,T07040059,134.8,79,2.2,3.6
ºìµ­±È,CLEJAP,T11180142,204.7,343,16.2,9.9
Ï¸Ö¦èÚ,EURLOQ,T10150316,182.7,292.1,3.2,4.1
ºìéª,MACTHU,T11040166,216.7,68.6,1.9,2.75
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T11160421,203.5,313.5,1.5,2.35
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T13170242,244,332.1,6.1,4.1
Ï¸Ö¦èÚ,EURLOQ,T21080400,419.5,155.5,3,3.36
Ï¸Ö¦èÚ,EURLOQ,T01010239,12.2,6.8,3.8,3.63
Ï¸Ö¦èÚ,EURLOQ,T20030075,391.5,42.8,3.2,3.7
ÏÙÒ¶¹ðÓ£,LAUPHA,T17110006,323.8,200.8,3.1,3.92
Ï¸Ö¦èÚ,EURLOQ,T19020194,369.2,31.2,3.6,3.77
ºìµ­±È,CLEJAP,T20080090,386.7,140.1,1.6,2.2
»Æµ¤Ä¾½ª×Ó,LITELO,T07200091,139.8,382.5,2.4,2.95
±ªÆ¤ÕÁ,LITCOR,T16070078,304.1,130.7,4.9,3.32
»ÆÅ£ÄÌÊ÷,SYMCOC,T16120094,301.8,234,2.9,3.64
ºì¶¾Üî,ILLLAN,T09060164,174.8,101.5,1.8,1.8
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T10150102,198.6,283.8,6.5,4.85
Ï¸Ö¦èÚ,EURLOQ,T02060216,37.7,115,3.2,3.51
ºì¶¾Üî,ILLLAN,T16090116,314.4,177.5,3,3.48
×Ïµ¯Ê÷,CELBIO,T18060240,343,101,13.1,16.1
Ã«»¨Á¬Èï²è,CAMFRA,T14040256,276.8,73.8,2.4,3.66
ºìéª,MACTHU,T23090106,451.8,169,5.5,4.3
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T22060236,424.7,109.5,4.7,4.2
Ï¸Ö¦èÚ,EURLOQ,T09020211,176.8,33.7,2,3.03
Ï¸Ö¦èÚ,EURLOQ,T12180236,237,352.6,2.8,3.3
»Æµ¤Ä¾½ª×Ó,LITELO,T25080253,494.7,145.5,5.7,3.9
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T02100031,24.1,186.3,2.2,3.14
ºìéª,MACTHU,T06080054,107.5,153.5,6.7,4.7
Ã«»¨Á¬Èï²è,CAMFRA,T04030174,72.6,51.2,3,4.45
»Æµ¤Ä¾½ª×Ó,LITELO,T15040150,297.9,75.1,4.6,3.56
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T01070028,4,128.8,9.5,9.4
Ã«»¨Á¬Èï²è,CAMFRA,T16060094,312.8,102.5,1.7,2.35
Ï¸Ö¦èÚ,EURLOQ,T12070225,237.2,133,4.4,4.7
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T0818B02618,155.1,350.4,15.6,15.4
Ã«»¨Á¬Èï²è,CAMFRA,T17160142,321.5,310,3.7,4.75
Ã×éÆ,CASCAR,T05080080,88.6,143.6,3,2.98
Ï¸Ö¦èÚ,EURLOQ,T13150059,244,296,1.5,2.6
Ï¸Ö¦èÚ,EURLOQ,T01130082,18,253.5,3.3,3.9
¹âÒ¶Ê¯éª,PHOGLA,T22090247,425.1,174.7,2.7,3.55
Ï¸Ö¦èÚ,EURLOQ,T02040050,29.8,60,3.9,4.15
Ï¸Ö¦èÚ,EURLOQ,T25050036,481,84,2.8,3.2
Ï¸Ö¦èÚ,EURLOQ,T13080099,252.3,147.1,7.1,3.9
Ï¸Ö¦èÚ,EURLOQ,T12110302,239.9,218.5,2.5,3.37
»Æµ¤Ä¾½ª×Ó,LITELO,T19140157,376.3,265,7,6.5
Ï¸Ö¦èÚ,EURLOQ,T21080388,417,154.7,4.9,4.9
Ã«»¨Á¬Èï²è,CAMFRA,T04150137,76.5,296.5,4.2,4.74
Ï¸Ö¦èÚ,EURLOQ,T23030190,455.3,51.9,2,3.25
»Æµ¤Ä¾½ª×Ó,LITELO,T19140061,372.5,272.5,8.5,7.3
ºìéª,MACTHU,T07020031,123.7,29.3,8.1,4.66
Õã½­ÐÂÄ¾½ª×Ó,NEOAUR,T12190334,222.5,377.2,4.6,5.2
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T0216B00949,26,314.5,2.9,4.41
Ï¸Ö¦èÚ,EURLOQ,T14090059,269.2,175.6,3,3.25
Ï¸Ö¦èÚ,EURLOQ,T02030149,28.7,53.4,1.7,3.47
Ã«»¨Á¬Èï²è,CAMFRA,T13050113,250,92.7,3.9,3.95
Ï¸Ö¦èÚ,EURLOQ,T19020348,363.2,37,2.9,2.63
³àÑîÒ¶,ALNFOR,T19120011,365.5,239.3,11.5,8.6
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T02070253,31,127.2,1.8,2.3
ÑîÃ·Ò¶ÎÃÄ¸Ê÷,DISMYR,T20050076,384.5,81.3,18.2,15.3
